reviewer_id,store_name,category,store_address,latitude,longitude,rating_count,review_time,review,rating,processed_review_basic,rating_numeric,rating_numerical,state,Topic
28550,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",5 years ago,"took 30 minutes for our food to come out, walked past us once, forgot the sauces and forgot the drinks along with a very negative attitude",1 star,took 30 minute food come walked past u forgot sauce forgot drink along negative attitude,1,1.0,FL,6
9218,McDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",5 years ago,Worst customer service I've had at a fast food restaurant.,1 star,worst customer service i've fast food restaurant.,1,1.0,UT,5
333,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",4 years ago,Sometimes you don't get your order right,3 stars,sometimes get order right,3,3.0,TX,4
7919,McDonald's,Fast food restaurant,"11382 US-441, Orlando, FL 32837, United States",28.3999863,-81.4051029,"1,861",2 years ago,By far the worst is McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s in Orlando ask for a large sweet tea and I get a medium Coke and ask for a McChicken and I get,1 star,far worst mcdonald orlando ask large sweet tea get medium coke ask mcchicken get,1,1.0,FL,3
28323,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",3 years ago,Excellent! Kiosk order own food using CC or Debit. Fast service. Good breakfast,5 stars,excellent kiosk order food using cc debit. fast service. good breakfast,5,5.0,FL,5
9001,ýýýMcDonald's,Fast food restaurant,"210 5th S, Salt Lake City, UT 84106, United States",40.7590573,-111.8973832,"3,243",11 months ago,The only draw back was that their dine in closes at 8pm,5 stars,draw back dine close 8pm,5,5.0,UT,1
16127,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",a year ago,Excellent ,5 stars,excellent ,5,5.0,TX,6
17145,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",4 years ago,Good ,4 stars,good ,4,4.0,CA,5
7105,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",3 years ago,The food that McDonald's is not food in my opinion and no one should eat fast food of any kind. Now that is my opinion. But the breakfast sandwiches are great especially with egg,1 star,food mcdonald's food opinion one eat fast food kind. opinion. breakfast sandwich great especially egg,1,1.0,CA,5
28512,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",3 years ago,This mcdonalds serves lettuce that had already gone bad and turned brown. Absolutely disgusting.,1 star,mcdonalds serf lettuce already gone bad turned brown. absolutely disgusting.,1,1.0,FL,4
33295,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",3 years ago,"Quick or self-service attention according to preference, additionally some employees speak Spanish and English which makes the purchase process much easier",5 stars,quick self service attention according preference additionally employee speak spanish english make purchase process much easier,5,5.0,FL,7
16820,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",3 years ago,"Breakfast on the go. Loads of salt,sugar.",3 stars,breakfast go. load salt sugar.,3,3.0,CA,2
13535,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",3 years ago,Real rude manager refused to take my order and was rude to her helper,1 star,real rude manager refused take order rude helper,1,1.0,CA,4
26930,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",5 years ago,"They are always crowded n drive through as well, but the service makes up for it",5 stars,always crowded n drive well service make,5,5.0,CA,7
3062,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Horrible rude staff. One girl in particular. Honestly don't know how she is there.food was fine, plenty of seating, clean but would never go here again. Definitely would not recommend because of her attitude.",1 star,horrible rude staff. one girl particular. honestly know there.food fine plenty seating clean would never go again. definitely would recommend attitude.,1,1.0,NY,1
16535,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,795",5 years ago,"Disrespectful Employees, piss-flavored nuggets, somebody forgot to flush the toilet avta they've tooka SHET, my a**h** is nicer than this restaurant.",1 star,disrespectful employee piss flavored nugget somebody forgot flush toilet avta they've tooka shet h nicer restaurant.,1,1.0,CA,1
19632,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",6 years ago,My kids love it,5 stars,kid love,5,5.0,NJ,3
26667,McDonald's,Fast food restaurant,"10901 Riverside Dr, North Hollywood, CA 91602, United States",34.1525074,-118.3679036,"1,794",a year ago,Claims to be 24 hours but itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s constantly closed. I go for McFlurries so iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,1 star,claim 24 hour constantly closed. go mcflurries ,1,1.0,CA,6
29521,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",3 years ago,Terrible,1 star,terrible,1,1.0,FL,4
12942,McDonald's,Fast food restaurant,"501 W Imperial Hwy, Los Angeles, CA 90044, United States",33.9312613,-118.2829548,"2,722",4 years ago,Mc Donald's is good for some things when you are in a rush.,3 stars,mc donald's good thing rush.,3,3.0,CA,3
1656,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",4 weeks ago,Excellent ,5 stars,excellent ,5,5.0,PA,6
11759,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",5 years ago,Slow service ï¿½ï¿½ï¿,2 stars,slow service ,2,2.0,CA,5
29731,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",2 years ago,Neutral,3 stars,neutral,3,3.0,FL,1
10968,McDonald's,Fast food restaurant,"1650 Washington Ave, Miami Beach, FL 33139, United States",25.7902955,-80.1320774,"4,922",5 years ago,"Worst attention and food ever, don't worth the price at all. Waiters are very rude with customers. All the process was lingering and the food was really cold.",1 star,worst attention food ever worth price all. waiter rude customers. process lingering food really cold.,1,1.0,FL,4
10328,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",4 years ago,"I stopped by for a number 1 at McDonald's and got a cold big Mac and a hard bun, In n Out has never given me a cold burger, I should know better.",1 star,stopped number 1 mcdonald's got cold big mac hard bun n never given cold burger know better.,1,1.0,CA,3
5611,McDonald's,Fast food restaurant,"5920 Balboa Ave, San Diego, CA 92111, United States",32.8206541,-117.1780115,550,a year ago,Excellent ,5 stars,excellent ,5,5.0,CA,6
19694,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",4 years ago,One of the nicer ones...,5 stars,one nicer ones...,5,5.0,NJ,2
7586,McDonald's,Fast food restaurant,"550 Lawrence Expy, Sunnyvale, CA 94086, United States",37.3854949,-121.9954211,"1,562",5 years ago,Good place,4 stars,good place,4,4.0,CA,5
17349,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,4 years ago,"First, YOU have to place YOUR order on the kiosk. Then wait almost 20 minutes for your food because everyone is taking care of the drive-thru. Lol, I went in trying to avoid the long line at the drive-thru and ended up waiting longer.",2 stars,first place order kiosk. wait almost 20 minute food everyone taking care drive thru. lol went trying avoid long line drive thru ended waiting longer.,2,2.0,NJ,0
3457,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Takes soooooo long,3 stars,take soooooo long,3,3.0,NY,0
27709,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",5 years ago,Take to l text too long to the drive thru when certain people are there who speaks English you get the order much faster I probably they have an understanding problem,3 stars,take l text long drive thru certain people speaks english get order much faster probably understanding problem,3,3.0,NJ,0
21174,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",2 months ago,"One of the strangest washroom attendants I have ever met, showed real disdain when I asked to use the bathroom.",3 stars,one strangest washroom attendant ever met showed real disdain asked use bathroom.,3,3.0,NV,6
434,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",4 years ago,Fresh food. Surprisingly. ï¿½ï¿½ï¿,4 stars,fresh food. surprisingly. ,4,4.0,TX,5
3931,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,Good ,4 stars,good ,4,4.0,NY,5
30301,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",4 years ago,Super slow to get food.  It appears drive thru got all the attention.  15 minutes to get food is too long.  Also when I order a breakfast meal with a soda I want the choice to get a larger drink when they are all the same price,2 stars,super slow get food. appears drive thru got attention. 15 minute get food long. also order breakfast meal soda want choice get larger drink price,2,2.0,FL,0
4559,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",6 years ago,Clean and fast service.,4 stars,clean fast service.,4,4.0,NY,5
25292,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,2 years ago,Excellent ,5 stars,excellent ,5,5.0,VA,6
28143,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",a year ago,Very fast and efficient and the manager was very friendly despite the location being under construction.,4 stars,fast efficient manager friendly despite location construction.,4,4.0,FL,5
27530,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",4 weeks ago,they stole my car I went in forgot my wallet went back to the car to get the had booted and towed it that wanting of burger and drink and mc chicken with cheese cost me 840 plus a damage tire and bumper not to mention my engine is now making a noise like the car was towing by the mount total cost of repair in the 1000's whatever you do dont go there there is white castle across from  them never had my car stolen by a mcdonalds before they ruin my birthday plans and damage m ride and cost me my paychecks and ruin mothers day I will be suing say you self go somewhere else,1 star,stole car went forgot wallet went back car get booted towed wanting burger drink mc chicken cheese cost 840 plus damage tire bumper mention engine making noise like car towing mount total cost repair 1000's whatever dont go white castle across never car stolen mcdonalds ruin birthday plan damage ride cost paycheck ruin mother day suing say self go somewhere else,1,1.0,NJ,7
24687,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",3 years ago,Often gets extremely busy and staff cannot handle it. Good food. Mixed service. Jose very friendly. Cleanliness good.,3 stars,often get extremely busy staff cannot handle it. good food. mixed service. jose friendly. cleanliness good.,3,3.0,FL,5
18009,McDonald's,Fast food restaurant,"702-2 Haddonfield-Berlin Rd, Voorhees Township, NJ 08043, United States",39.8520594,-74.9810994,933,2 years ago,Excellent ,5 stars,excellent ,5,5.0,NJ,6
26484,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,381",4 months ago,Big Mac,5 stars,big mac,5,5.0,CA,3
4239,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",a year ago,DONï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½T order through uber eats they forget to give you the sauces,1 star,order uber eats forget give sauce,1,1.0,NY,4
31074,McDonald's,Fast food restaurant,"7010 Bradlick Shopping Center, Annandale, VA 22003, United States",38.8128231,-77.1850548,595,3 years ago,Excellent ,5 stars,excellent ,5,5.0,VA,6
19279,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,564",a year ago,This place is very slow and always gets your order wrong! The food is fresh i must admit.,3 stars,place slow always get order wrong food fresh must admit.,3,3.0,NJ,5
31457,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",4 years ago,"Very good, pretty punctual, there's some issue with the ordering, ordering screen, and the timing of all of that.",4 stars,good pretty punctual there's issue ordering ordering screen timing that.,4,4.0,TX,5
509,McDonald's,Fast food restaurant,"13749 US-183 Hwy, Austin, TX 78750, United States",30.4607176,-97.7928744,"1,240",3 years ago,Yummy,5 stars,yummy,5,5.0,TX,4
31474,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",2 years ago,Very good customer service near the Dallas zoo very pretty theme of animals,4 stars,good customer service near dallas zoo pretty theme animal,4,4.0,TX,4
32856,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",4 years ago,Poor service and the outside intercoms don't work,1 star,poor service outside intercom work,1,1.0,FL,7
24297,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",a year ago,"Massively understaffed. 25+ min wait for food. Also got the order wrong. Corporate needs to sack up and pay their people more because the world is on fire, inflation is rampant, and end times are near. Also every fat, miserable, Disney-going family you'd never want to run into frequents this place. Avoid at all costs",1 star,massively understaffed. 25 min wait food. also got order wrong. corporate need sack pay people world fire inflation rampant end time near. also every fat miserable disney going family never want run frequents place. avoid cost,1,1.0,FL,4
24284,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",a year ago,"Zero starts!
All tables were unattended. They were all dirty. Food took a while. Manager was yelling at staff to hurry up with food. I stood for a few minutes ready to place my order. I was the next client. No one. I mean. Not a soul greeted me, acknowledge my presence or anything. Not even an exchange of words when I got my food (which I had to order online from inside the restaurant because no one was there to help me). Not a you're welcome when I said thanks. Nothing!!! I would not come here again.",1 star,zero start table unattended. dirty. food took while. manager yelling staff hurry food. stood minute ready place order. next client. one. mean. soul greeted acknowledge presence anything. even exchange word got food order online inside restaurant one help . welcome said thanks. nothing would come again.,1,1.0,FL,0
24849,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,466",3 years ago,The food is good just like you expect from a Mcdonalds staff was nice and delivery was fast,4 stars,food good like expect mcdonalds staff nice delivery fast,4,4.0,FL,0
1616,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",2 years ago,Neutral,3 stars,neutral,3,3.0,PA,1
2215,McDonald's,Fast food restaurant,"72-69 Kissena Blvd, Queens, NY 11367, United States",40.7274006,-73.8124604,"2,193",a year ago,They can never get your order right.,3 stars,never get order right.,3,3.0,NY,4
23211,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",6 years ago,36 mins to get food and got told it's because we had a large order.   Service was super slow.  People waiting 30-45 mins for food is ridiculous. Oh and by large order it was 4 Happy meals and a couple 2 for 3.  Ugh very disappointed,1 star,36 min get food got told large order. service super slow. people waiting 30 45 min food ridiculous. oh large order 4 happy meal couple 2 ugh disappointed,1,1.0,FL,6
22066,McDonald's,Fast food restaurant,"By Mandalay Bay, 3999 S Las Vegas Blvd, Las Vegas, NV 89119, United States",36.0902437,-115.1758223,"2,365",5 years ago,Very friendly,5 stars,friendly,5,5.0,NV,5
23888,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,617",11 months ago,They need more employees on the overnight shift,3 stars,need employee overnight shift,3,3.0,FL,2
22853,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",a month ago,This McDonald's is way more efficient than the other McDonald's down by  Animal Kingdom with the drive thru they are also a lot more friendlier at least on the intercom. But they didn't cook my quarter pounder to temp because it was still red on the inside of the meat which was disgusting. I had to go to the door in order to get my burger fixed which then I ran into the situation of them starting to close their doors 5 minutes before they were supposed to close at 12 and the employee looked at me and said we are closed when I literally was holding the burger in my hand to show for proof. I look at the employee and say I know I came up here because I had just ordered from the drive thru this burger and it isn't cooked all the way. She takes the burger doesn't say anything and shuts the door with me standing outside. I then wait thank gosh she came back with a new one I didn't know if she was going to. I didn't get an apology though for my burger not being cooked all the way through though.,3 stars,mcdonald's way efficient mcdonald's animal kingdom drive thru also lot friendlier least intercom. cook quarter pounder temp still red inside meat disgusting. go door order get burger fixed ran situation starting close door 5 minute supposed close 12 employee looked said closed literally holding burger hand show proof. look employee say know came ordered drive thru burger cooked way. take burger say anything shuts door standing outside. wait thank gosh came back new one know going to. get apology though burger cooked way though.,3,3.0,FL,7
25518,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,657",4 years ago,I have placed 3 orders from here and have been waiting 4 hours for my food. They refused to contact me or Uber. They just turn the drivers away and donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t even cancel the orders. You canï¿½ï¿½ï,1 star,placed 3 order waiting 4 hour food. refused contact uber. turn driver away even cancel orders. ,1,1.0,TX,1
13132,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",4 years ago,"Worst McDonalds ever.  Customer service is non existant. They act like they're doing you a favor by letting you order food in their establishment. Then it took 20 minutes to get a simple order. Heard MANY complaints while we waited. All McDonald's are worse since the kiosks came in, but this location is a disaster.  Avoid .",1 star,worst mcdonalds ever. customer service non existant. act like they're favor letting order food establishment. took 20 minute get simple order. heard many complaint waited. mcdonald's worse since kiosk came location disaster. avoid .,1,1.0,CA,4
1247,McDonald's,Fast food restaurant,"1698 US-209, Brodheadsville, PA 18322, United States",40.9220806,-75.3999187,"1,028",4 years ago,Slow drive up window,2 stars,slow drive window,2,2.0,PA,6
5157,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",4 years ago,Excellent ,5 stars,excellent ,5,5.0,NY,6
10526,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",4 years ago,Location filled with guards. The staff takes purposefully long. I hope they're not stealing (mcdonalds).,1 star,location filled guards. staff take purposefully long. hope they're stealing mcdonalds .,1,1.0,CA,3
31360,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",10 months ago,They did not have the 100+ flavors coke machine,3 stars,100 flavor coke machine,3,3.0,TX,6
13238,McDonald's,Fast food restaurant,"1540 2nd St, Santa Monica, CA 90405, United States",34.0122192,-118.4945396,"3,380",4 years ago,Very bad service. Do not give receipt. Do not want to refill my soda. Bad management. I will avoid this place. Shame that Mc Donald corporation let this happen.,1 star,bad service. give receipt. want refill soda. bad management. avoid place. shame mc donald corporation let happen.,1,1.0,CA,4
31797,McDonald's,Fast food restaurant,"632 S R L Thornton Freeway Service Rd, Dallas, TX 75203, United States",32.7445961,-96.8122859,"2,658",5 years ago,Zoo McDonald's need more help after midnight!!!,2 stars,zoo mcdonald's need help midnight ,2,2.0,TX,5
4115,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",2 months ago,"Terrible restrooms. Average place. If you order from mobile to serve on a table, forget about it... You'll have to go pick it up. I don't mind that, at least inform that the order is ready to pick up, don't leave us hanging! Never coming here anyway. Giving 4 stars for food because its McDonald's, what can go wrong with pre-made food?",1 star,terrible restrooms. average place. order mobile serve table forget it... go pick up. mind least inform order ready pick leave u hanging never coming anyway. giving 4 star food mcdonald's go wrong pre made food ,1,1.0,NY,4
20368,McDonald's,Fast food restaurant,"2400 Alliance Gateway Fwy, Fort Worth, TX 76177, United States",32.9580411,-97.3076518,957,7 months ago,Got 2 shakes and both were the worst I have ever had,1 star,got 2 shake worst ever,1,1.0,TX,2
12195,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",4 years ago,They need more people on the weekends. Very short staffed,3 stars,need people weekends. short staffed,3,3.0,NY,6
11478,McDonald's,Fast food restaurant,"1121 Garnet Ave, San Diego, CA 92109, United States",32.7976607,-117.2494697,"1,159",a week ago,"worse,  dirty",1 star,worse dirty,1,1.0,CA,2
32589,McDonald's,Fast food restaurant,"3501 Biscayne Blvd, Miami, FL 33137, United States",25.8099996,-80.1890981,"2,810",3 years ago,Take to long and they don't get your order right  employees to slow and on there phone joking and laughing,1 star,take long get order right employee slow phone joking laughing,1,1.0,FL,0
4649,McDonald's,Fast food restaurant,"724 Broadway, New York, NY 10003, United States",40.7291264,-73.9932643,"1,670",6 years ago,Great as usual,5 stars,great usual,5,5.0,NY,1
27467,McDonald's,Fast food restaurant,"1100 N US Hwy 377, Roanoke, TX 76262, United States",33.0093179,-97.2229254,999,3 years ago,First time in a long time that I have been to McDonald's and the staff actually treated me like they appreciated my being a customer. I took off 1 star because they were stingy with the mayo on my hamburger.,4 stars,first time long time mcdonald's staff actually treated like appreciated customer. took 1 star stingy mayo hamburger.,4,4.0,TX,1
6381,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",2 years ago,They didn't have enough employees to take your order and they didn't have enough workers to make the food!!!! Horrible customer service they need to have more people working over there!!!!,2 stars,enough employee take order enough worker make food horrible customer service need people working ,2,2.0,NY,2
12121,McDonald's,Fast food restaurant,"1044 US-11, Champlain, NY 12919, United States",44.9814099,-73.4598199,"1,306",4 years ago,It's been 3 years since I last had it but it was pretty good,3 stars,3 year since last pretty good,3,3.0,NY,5
23300,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,566",7 years ago,"Very nice McDonald's, it was clean and the employees are very polite and friendly. The play area for the kids is different than others I have seen & the menu was electronic, which was a little annoying being that I was in a bit of a rush.",5 stars,nice mcdonald's clean employee polite friendly. play area kid different others seen menu electronic little annoying bit rush.,5,5.0,FL,1
27583,McDonald's,Fast food restaurant,"621 Broadway, Newark, NJ 07104, United States",40.7719101,-74.1614754,"1,565",2 years ago,Always a bad experience here! The manager is so unprofessional and rude. I used to be a manager in McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s and clearly wouldnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t argue with a customer about a free coffee because of a app problem. In,1 star,always bad experience manager unprofessional rude. used manager mcdonald clearly argue customer free coffee app problem.,1,1.0,NJ,4
29109,McDonald's,Fast food restaurant,"1415 E State Rd, Fern Park, FL 32730, United States",28.6553497,-81.3426916,"1,618",5 years ago,I love the $ 1:00 chicken sandwich.,4 stars,love 1 00 chicken sandwich.,4,4.0,FL,3
3938,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Good ,4 stars,good ,4,4.0,NY,5
30176,McDonald's,Fast food restaurant,"9814 International Dr, Orlando, FL 32819, United States",28.4238144,-81.4612421,"5,468",5 years ago,"I wish there were warning signs on the drive in. Turn back now- unless you have 30 minutes to wait in the drive thru to order, pay and receive your food. Once you pull in and someone comes up behind you, you are stuck..... Hopefully you don't want any Coke with your meal. And forget any all day breakfast items that will add an additional 20 minutes on to your wait. Haven't even tasted my food yet. Do not recommend.",1 star,wish warning sign drive in. turn back unless 30 minute wait drive thru order pay receive food. pull someone come behind stuck..... hopefully want coke meal. forget day breakfast item add additional 20 minute wait. even tasted food yet. recommend.,1,1.0,FL,6
28276,McDonald's,Fast food restaurant,"5725 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34746, United States",28.3335081,-81.5137384,"5,567",4 years ago,"HORRIBLE I WENT HERE FOR AN UBER PICK UP AND IF YOU DROVE UBER BEFORE YOU CAN PICKUP THRU THE DRIVE THRU AND WHEN I TOLD THEM THAT SHE SAID ""WE ARE REALLY BUSY RIGHT NOW SO YOU HAVE TO COME IN OR ITS UP TO YOU"" WHEN I WENT IN I WAS EXPECTING A LING LINE. BUT INSTEAD THERE WAS ONLY 1 PERSON INFRONT OF ME. NOT BUSY AT ALL. THIS WAS HORRIBLE EXPERIENCE. MCDONALD'S NEVER LETS ME DOWN SMH.",1 star,horrible went uber pick drove uber pickup thru drive thru told said really busy right come went expecting ling line. instead 1 person infront me. busy all. horrible experience. mcdonald's never let smh.,1,1.0,FL,2
6148,McDonald's,Fast food restaurant,"490 8th Ave, New York, NY 10001, United States",40.7525294,-73.9928762,"3,902",4 months ago,Service poor no one speaks English to much beggers,5 stars,service poor one speaks english much beggers,5,5.0,NY,2
15476,McDonald's,Fast food restaurant,"8500 US-290, Austin, TX 78724, United States",30.3291349,-97.6606295,"1,406",3 years ago,"Even If you get there first in the drive thru (everyday, only a limited places to eat with my time), maybe 3 to 5 people behind you, order a simple #1 meal you get pushed to the pick up meal area with the same 3 to 5+ waiting for our food. Just and sometimes the people behind you get their food first and they ordered more than you! And by the time I get my food the fries are stale and super salty!
It seems like they are trying to out clear their drive thru numbers to show corporate they are clearing numbers.",1 star,even get first drive thru everyday limited place eat time maybe 3 5 people behind order simple 1 meal get pushed pick meal area 3 5 waiting food. sometimes people behind get food first ordered time get food fry stale super salty seems like trying clear drive thru number show corporate clearing numbers.,1,1.0,TX,1
10607,McDonald's,Fast food restaurant,"690 Alameda St, Los Angeles, CA 90021, United States",34.0352699,-118.2382063,"2,614",4 years ago,"It's McDonald's, ask to have your food ""MADE FRESH""",3 stars,mcdonald's ask food made fresh ,3,3.0,CA,5
